,Cell,SPEI,lat,lon
187, 54.250000  45.750000,-1.4737,45.750000, 54.25000
188, 54.250000  46.250000,-1.355,46.250000, 54.25000
189, 54.250000  46.750000,-1.2329,46.750000, 54.25000
190, 54.250000  47.250000,-1.1876,47.250000, 54.25000
191, 54.250000  47.750000,-1.1748,47.750000, 54.25000
192, 54.250000  48.250000,-1.0181,48.250000, 54.25000
193, 54.250000  48.750000,-0.8921,48.750000, 54.25000
194, 54.250000  49.250000,-0.89905,49.250000, 54.25000
195, 54.250000  49.750000,-0.83823,49.750000, 54.25000
196, 54.250000  50.250000,-0.87704,50.250000, 54.25000
197, 54.250000  50.750000,-0.78557,50.750000, 54.25000
198, 54.750000  41.750000,-1.6816,41.750000, 54.75000
199, 54.750000  42.250000,-1.1705,42.250000, 54.75000
200, 54.750000  42.750000,-1.0602,42.750000, 54.75000
201, 54.750000  43.250000,-1.7092,43.250000, 54.75000
202, 54.750000  43.750000,-1.7753,43.750000, 54.75000
203, 54.750000  44.250000,-1.3377,44.250000, 54.75000
204, 54.750000  44.750000,-1.3739,44.750000, 54.75000
205, 54.750000  45.250000,-1.5935,45.250000, 54.75000
206, 54.750000  45.750000,-1.6167,45.750000, 54.75000
207, 54.750000  46.250000,-1.0518,46.250000, 54.75000
208, 54.750000  46.750000,-1.128,46.750000, 54.75000
209, 54.750000  47.250000,-1.3359,47.250000, 54.75000
210, 54.750000  47.750000,-1.2227,47.750000, 54.75000
211, 54.750000  48.250000,-0.89281,48.250000, 54.75000
212, 54.750000  48.750000,-0.78057,48.750000, 54.75000
213, 54.750000  49.250000,-0.9509,49.250000, 54.75000
214, 54.750000  49.750000,-0.80366,49.750000, 54.75000
215, 54.750000  50.250000,-0.62203,50.250000, 54.75000
216, 54.750000  50.750000,-0.61106,50.750000, 54.75000
217, 55.250000  41.250000,-1.5016,41.250000, 55.25000
218, 55.250000  41.750000,-1.4677,41.750000, 55.25000
219, 55.250000  42.250000,-1.4017,42.250000, 55.25000
220, 55.250000  42.750000,-1.389,42.750000, 55.25000
221, 55.250000  43.250000,-1.4795,43.250000, 55.25000
222, 55.250000  43.750000,-1.4133,43.750000, 55.25000
223, 55.250000  44.250000,-1.297,44.250000, 55.25000
224, 55.250000  44.750000,-1.4676,44.750000, 55.25000
225, 55.250000  45.250000,-1.5546,45.250000, 55.25000
226, 55.250000  45.750000,-1.3853,45.750000, 55.25000
227, 55.250000  46.250000,-1.2341,46.250000, 55.25000
228, 55.250000  46.750000,-1.1453,46.750000, 55.25000
229, 55.250000  47.250000,-1.1374,47.250000, 55.25000
230, 55.250000  47.750000,-0.94788,47.750000, 55.25000
231, 55.250000  48.250000,-0.83492,48.250000, 55.25000
232, 55.250000  48.750000,-0.86517,48.750000, 55.25000
233, 55.250000  49.250000,-0.69145,49.250000, 55.25000
234, 55.250000  49.750000,-0.66773,49.750000, 55.25000
235, 55.250000  50.250000,-0.70486,50.250000, 55.25000
236, 55.250000  50.750000,-0.64818,50.750000, 55.25000
237, 55.750000  41.250000,-1.4919,41.250000, 55.75000
238, 55.750000  41.750000,-1.2695,41.750000, 55.75000
239, 55.750000  42.250000,-1.3822,42.250000, 55.75000
240, 55.750000  42.750000,-1.3274,42.750000, 55.75000
241, 55.750000  43.250000,-1.2818,43.250000, 55.75000
242, 55.750000  43.750000,-1.4223,43.750000, 55.75000
243, 55.750000  44.250000,-1.3753,44.250000, 55.75000
244, 55.750000  44.750000,-1.434,44.750000, 55.75000
245, 55.750000  45.250000,-1.4579,45.250000, 55.75000
246, 55.750000  45.750000,-1.3647,45.750000, 55.75000
247, 55.750000  46.250000,-1.2137,46.250000, 55.75000
248, 55.750000  46.750000,-1.0909,46.750000, 55.75000
249, 55.750000  47.250000,-1.0089,47.250000, 55.75000
250, 55.750000  47.750000,-0.91192,47.750000, 55.75000
251, 55.750000  48.250000,-0.76618,48.250000, 55.75000
252, 55.750000  48.750000,-0.82549,48.750000, 55.75000
253, 55.750000  49.250000,-0.75748,49.250000, 55.75000
254, 55.750000  49.750000,-0.64526,49.750000, 55.75000
255, 55.750000  50.250000,-0.72918,50.250000, 55.75000
256, 55.750000  50.750000,-0.70661,50.750000, 55.75000
257, 56.250000  41.250000,-1.6504,41.250000, 56.25000
258, 56.250000  41.750000,-1.4642,41.750000, 56.25000
259, 56.250000  42.250000,-1.3955,42.250000, 56.25000
260, 56.250000  42.750000,-1.1872,42.750000, 56.25000
261, 56.250000  43.250000,-1.2485,43.250000, 56.25000
262, 56.250000  43.750000,-1.5176,43.750000, 56.25000
263, 56.250000  44.250000,-1.4987,44.250000, 56.25000
264, 56.250000  44.750000,-1.3512,44.750000, 56.25000
265, 56.250000  45.250000,-1.3066,45.250000, 56.25000
266, 56.250000  45.750000,-1.3661,45.750000, 56.25000
267, 56.250000  46.250000,-1.2514,46.250000, 56.25000
268, 56.250000  46.750000,-1.1275,46.750000, 56.25000
269, 56.250000  47.250000,-0.94232,47.250000, 56.25000
270, 56.250000  47.750000,-0.83364,47.750000, 56.25000
271, 56.250000  48.250000,-0.77812,48.250000, 56.25000
272, 56.250000  48.750000,-0.70206,48.750000, 56.25000
273, 56.250000  49.250000,-0.55557,49.250000, 56.25000
274, 56.250000  49.750000,-0.56976,49.750000, 56.25000
275, 56.250000  50.250000,-0.67667,50.250000, 56.25000
276, 56.250000  50.750000,-0.60301,50.750000, 56.25000
277, 56.750000  44.750000,-1.4791,44.750000, 56.75000
278, 56.750000  45.250000,-1.4147,45.250000, 56.75000
279, 56.750000  45.750000,-1.3122,45.750000, 56.75000
280, 56.750000  46.250000,-1.2737,46.250000, 56.75000
281, 56.750000  46.750000,-1.1405,46.750000, 56.75000
282, 56.750000  47.250000,-0.95881,47.250000, 56.75000
283, 56.750000  47.750000,-0.83386,47.750000, 56.75000
284, 56.750000  48.250000,-0.72051,48.250000, 56.75000
285, 56.750000  48.750000,-0.58772,48.750000, 56.75000
286, 56.750000  49.250000,-0.48866,49.250000, 56.75000
287, 56.750000  49.750000,-0.52134,49.750000, 56.75000
288, 56.750000  50.250000,-0.46095,50.250000, 56.75000
289, 56.750000  50.750000,-0.5528,50.750000, 56.75000
290, 57.250000  45.250000,-1.3916,45.250000, 57.25000
291, 57.250000  45.750000,-1.3526,45.750000, 57.25000
292, 57.250000  46.250000,-1.3168,46.250000, 57.25000
293, 57.250000  46.750000,-1.1967,46.750000, 57.25000
294, 57.250000  47.250000,-0.94716,47.250000, 57.25000
295, 57.250000  47.750000,-0.90969,47.750000, 57.25000
296, 57.250000  48.250000,-0.69108,48.250000, 57.25000
297, 57.250000  48.750000,-0.65238,48.750000, 57.25000
298, 57.250000  49.250000,-0.56197,49.250000, 57.25000
299, 57.250000  49.750000,-0.67603,49.750000, 57.25000
300, 57.250000  50.250000,-0.57106,50.250000, 57.25000
301, 57.250000  50.750000,-0.50036,50.750000, 57.25000
302, 57.750000  45.250000,-1.5547,45.250000, 57.75000
303, 57.750000  45.750000,-1.2689,45.750000, 57.75000
304, 57.750000  46.250000,-1.128,46.250000, 57.75000
305, 57.750000  46.750000,-1.0491,46.750000, 57.75000
306, 57.750000  47.250000,-0.96452,47.250000, 57.75000
307, 57.750000  47.750000,-0.79163,47.750000, 57.75000
308, 57.750000  48.250000,-0.79969,48.250000, 57.75000
309, 57.750000  48.750000,-0.68315,48.750000, 57.75000
310, 57.750000  49.250000,-0.62316,49.250000, 57.75000
311, 57.750000  49.750000,-0.46149,49.750000, 57.75000
312, 57.750000  50.250000,-0.57221,50.250000, 57.75000
313, 57.750000  50.750000,-0.59023,50.750000, 57.75000
314, 58.250000  45.250000,-1.4102,45.250000, 58.25000
315, 58.250000  45.750000,-1.3421,45.750000, 58.25000
316, 58.250000  46.250000,-1.3669,46.250000, 58.25000
317, 58.250000  46.750000,-1.145,46.750000, 58.25000
318, 58.250000  47.250000,-0.98162,47.250000, 58.25000
319, 58.250000  47.750000,-0.79988,47.750000, 58.25000
320, 58.250000  48.250000,-0.9006,48.250000, 58.25000
321, 58.250000  48.750000,-0.71449,48.750000, 58.25000
322, 58.250000  49.250000,-0.5937,49.250000, 58.25000
323, 58.250000  49.750000,-0.57611,49.750000, 58.25000
324, 58.250000  50.250000,-0.65988,50.250000, 58.25000
325, 58.250000  50.750000,-0.57833,50.750000, 58.25000
326, 58.750000  45.250000,-1.5479,45.250000, 58.75000
327, 58.750000  45.750000,-1.3428,45.750000, 58.75000
328, 58.750000  46.250000,-1.1927,46.250000, 58.75000
329, 58.750000  46.750000,-1.1095,46.750000, 58.75000
330, 58.750000  47.250000,-1.0464,47.250000, 58.75000
331, 58.750000  47.750000,-0.86929,47.750000, 58.75000
332, 58.750000  48.250000,-0.67931,48.250000, 58.75000
333, 58.750000  48.750000,-0.71964,48.750000, 58.75000
334, 58.750000  49.250000,-0.613,49.250000, 58.75000
335, 58.750000  49.750000,-0.5638,49.750000, 58.75000
336, 58.750000  50.250000,-0.43596,50.250000, 58.75000
337, 58.750000  50.750000,-0.52322,50.750000, 58.75000
338, 59.250000  44.750000,-1.4562,44.750000, 59.25000
339, 59.250000  45.250000,-1.4969,45.250000, 59.25000
340, 59.250000  45.750000,-1.3573,45.750000, 59.25000
341, 59.250000  46.250000,-1.3558,46.250000, 59.25000
342, 59.250000  46.750000,-1.1646,46.750000, 59.25000
343, 59.250000  47.250000,-1.0312,47.250000, 59.25000
344, 59.250000  47.750000,-0.915,47.750000, 59.25000
345, 59.250000  48.250000,-0.71773,48.250000, 59.25000
346, 59.250000  48.750000,-0.75601,48.750000, 59.25000
347, 59.250000  49.250000,-0.82514,49.250000, 59.25000
348, 59.250000  49.750000,-0.64058,49.750000, 59.25000
349, 59.250000  50.250000,-0.47614,50.250000, 59.25000
350, 59.750000  44.750000,-1.3004,44.750000, 59.75000
351, 59.750000  45.250000,-1.3651,45.250000, 59.75000
352, 59.750000  45.750000,-1.399,45.750000, 59.75000
353, 59.750000  46.250000,-1.1966,46.250000, 59.75000
354, 59.750000  46.750000,-1.249,46.750000, 59.75000
355, 59.750000  47.250000,-0.92913,47.250000, 59.75000
356, 59.750000  47.750000,-0.88473,47.750000, 59.75000
357, 59.750000  48.250000,-0.772,48.250000, 59.75000
358, 59.750000  48.750000,-0.82561,48.750000, 59.75000
359, 59.750000  49.250000,-0.63819,49.250000, 59.75000
360, 59.750000  49.750000,-0.51268,49.750000, 59.75000
361, 59.750000  50.250000,-0.40416,50.250000, 59.75000
362, 59.750000  50.750000,-0.66159,50.750000, 59.75000
363, 60.250000  44.250000,-1.4877,44.250000, 60.25000
364, 60.250000  44.750000,-1.5769,44.750000, 60.25000
365, 60.250000  45.250000,-1.3832,45.250000, 60.25000
366, 60.250000  45.750000,-1.267,45.750000, 60.25000
367, 60.250000  46.250000,-1.1935,46.250000, 60.25000
368, 60.250000  46.750000,-1.2307,46.750000, 60.25000
369, 60.250000  47.250000,-1.001,47.250000, 60.25000
370, 60.250000  47.750000,-0.94686,47.750000, 60.25000
371, 60.250000  48.250000,-0.84285,48.250000, 60.25000
372, 60.250000  48.750000,-0.69641,48.750000, 60.25000
373, 60.250000  49.250000,-0.48148,49.250000, 60.25000
374, 60.250000  49.750000,-0.36206,49.750000, 60.25000
375, 60.250000  50.250000,-0.49865,50.250000, 60.25000
376, 60.250000  50.750000,-0.4759,50.750000, 60.25000
377, 60.250000  51.250000,-0.61492,51.250000, 60.25000
378, 60.250000  51.750000,-0.58932,51.750000, 60.25000
379, 60.250000  52.250000,-0.70493,52.250000, 60.25000
380, 60.750000  44.250000,-1.463,44.250000, 60.75000
381, 60.750000  44.750000,-1.565,44.750000, 60.75000
382, 60.750000  45.250000,-1.499,45.250000, 60.75000
383, 60.750000  45.750000,-1.3621,45.750000, 60.75000
384, 60.750000  46.250000,-1.0943,46.250000, 60.75000
385, 60.750000  46.750000,-1.0085,46.750000, 60.75000
386, 60.750000  47.250000,-1.159,47.250000, 60.75000
387, 60.750000  47.750000,-0.92226,47.750000, 60.75000
388, 60.750000  48.250000,-0.90701,48.250000, 60.75000
389, 60.750000  48.750000,-0.68175,48.750000, 60.75000
390, 60.750000  49.250000,-0.50161,49.250000, 60.75000
391, 60.750000  49.750000,-0.39881,49.750000, 60.75000
392, 60.750000  50.250000,-0.33884,50.250000, 60.75000
393, 60.750000  50.750000,-0.54967,50.750000, 60.75000
394, 60.750000  51.250000,-0.39222,51.250000, 60.75000
395, 60.750000  51.750000,-0.60026,51.750000, 60.75000
396, 60.750000  52.250000,-0.76782,52.250000, 60.75000
397, 60.750000  52.750000,-0.99869,52.750000, 60.75000
398, 60.750000  53.250000,-1.064,53.250000, 60.75000
399, 60.750000  53.750000,-1.0031,53.750000, 60.75000
400, 60.750000  54.250000,-1.1004,54.250000, 60.75000
401, 61.250000  43.250000,-1.4175,43.250000, 61.25000
402, 61.250000  43.750000,-1.5111,43.750000, 61.25000
403, 61.250000  44.250000,-1.5766,44.250000, 61.25000
404, 61.250000  44.750000,-1.4366,44.750000, 61.25000
405, 61.250000  45.250000,-1.5241,45.250000, 61.25000
406, 61.250000  45.750000,-1.1348,45.750000, 61.25000
407, 61.250000  46.250000,-1.1856,46.250000, 61.25000
408, 61.250000  46.750000,-1.1222,46.750000, 61.25000
409, 61.250000  47.250000,-0.80642,47.250000, 61.25000
410, 61.250000  47.750000,-0.75579,47.750000, 61.25000
411, 61.250000  48.250000,-0.83266,48.250000, 61.25000
412, 61.250000  48.750000,-0.59921,48.750000, 61.25000
413, 61.250000  49.250000,-0.40064,49.250000, 61.25000
414, 61.250000  49.750000,-0.31405,49.750000, 61.25000
415, 61.250000  50.250000,-0.28149,50.250000, 61.25000
416, 61.250000  50.750000,-0.27851,50.750000, 61.25000
417, 61.250000  51.250000,-0.28881,51.250000, 61.25000
418, 61.250000  51.750000,-0.66957,51.750000, 61.25000
419, 61.250000  52.250000,-0.74092,52.250000, 61.25000
420, 61.250000  52.750000,-1.0109,52.750000, 61.25000
421, 61.250000  53.250000,-1.2403,53.250000, 61.25000
422, 61.250000  53.750000,-1.0471,53.750000, 61.25000
423, 61.250000  54.250000,-1.0945,54.250000, 61.25000
424, 61.750000  43.250000,-1.4138,43.250000, 61.75000
425, 61.750000  43.750000,-1.6008,43.750000, 61.75000
426, 61.750000  44.250000,-1.5591,44.250000, 61.75000
427, 61.750000  44.750000,-1.4462,44.750000, 61.75000
428, 61.750000  45.250000,-1.4362,45.250000, 61.75000
429, 61.750000  45.750000,-1.1825,45.750000, 61.75000
430, 61.750000  46.250000,-1.2335,46.250000, 61.75000
431, 61.750000  46.750000,-0.97577,46.750000, 61.75000
432, 61.750000  47.250000,-0.77493,47.250000, 61.75000
433, 61.750000  47.750000,-0.66497,47.750000, 61.75000
434, 61.750000  48.250000,-0.68095,48.250000, 61.75000
435, 61.750000  48.750000,-0.49608,48.750000, 61.75000
436, 61.750000  49.250000,-0.29237,49.250000, 61.75000
437, 61.750000  49.750000,-0.13141,49.750000, 61.75000
438, 61.750000  50.250000,-0.16059,50.250000, 61.75000
439, 61.750000  50.750000,-0.38738,50.750000, 61.75000
440, 61.750000  51.250000,-0.5617,51.250000, 61.75000
441, 61.750000  51.750000,-0.63963,51.750000, 61.75000
442, 61.750000  52.250000,-0.75656,52.250000, 61.75000
443, 61.750000  52.750000,-0.95469,52.750000, 61.75000
444, 61.750000  53.250000,-1.1832,53.250000, 61.75000
445, 61.750000  53.750000,-1.2123,53.750000, 61.75000
446, 61.750000  54.250000,-1.2418,54.250000, 61.75000
447, 62.250000  43.250000,-1.5379,43.250000, 62.25000
448, 62.250000  43.750000,-1.5982,43.750000, 62.25000
449, 62.250000  44.250000,-1.2818,44.250000, 62.25000
450, 62.250000  44.750000,-1.4338,44.750000, 62.25000
451, 62.250000  45.250000,-1.19,45.250000, 62.25000
452, 62.250000  45.750000,-0.84918,45.750000, 62.25000
453, 62.250000  46.250000,-0.88879,46.250000, 62.25000
454, 62.250000  46.750000,-0.73029,46.750000, 62.25000
455, 62.250000  47.250000,-0.70437,47.250000, 62.25000
456, 62.250000  47.750000,-0.63989,47.750000, 62.25000
457, 62.250000  48.250000,-0.76768,48.250000, 62.25000
458, 62.250000  48.750000,-0.639,48.750000, 62.25000
459, 62.250000  49.250000,-0.40591,49.250000, 62.25000
460, 62.250000  49.750000,-0.22922,49.750000, 62.25000
461, 62.250000  50.250000,-0.11715,50.250000, 62.25000
462, 62.250000  50.750000,-0.20037,50.750000, 62.25000
463, 62.250000  51.250000,-0.42939,51.250000, 62.25000
464, 62.250000  51.750000,-0.6608,51.750000, 62.25000
465, 62.250000  52.250000,-0.80217,52.250000, 62.25000
466, 62.250000  52.750000,-0.91649,52.750000, 62.25000
