,Cell,SPEI,lat,lon
433, 61.750000  47.750000,-1.0083,47.750000, 61.75000
434, 61.750000  48.250000,-0.896,48.250000, 61.75000
435, 61.750000  48.750000,-0.78478,48.750000, 61.75000
436, 61.750000  49.250000,-0.64219,49.250000, 61.75000
437, 61.750000  49.750000,-0.27914,49.750000, 61.75000
438, 61.750000  50.250000,-0.29729,50.250000, 61.75000
439, 61.750000  50.750000,-0.14913,50.750000, 61.75000
440, 61.750000  51.250000,-0.053598,51.250000, 61.75000
441, 61.750000  51.750000,0.079217,51.750000, 61.75000
442, 61.750000  52.250000,0.11676,52.250000, 61.75000
443, 61.750000  52.750000,0.172,52.750000, 61.75000
444, 61.750000  53.250000,0.24536,53.250000, 61.75000
445, 61.750000  53.750000,0.406,53.750000, 61.75000
446, 61.750000  54.250000,0.47858,54.250000, 61.75000
447, 62.250000  43.250000,-1.3509,43.250000, 62.25000
448, 62.250000  43.750000,-1.4528,43.750000, 62.25000
449, 62.250000  44.250000,-1.3267,44.250000, 62.25000
450, 62.250000  44.750000,-1.6063,44.750000, 62.25000
451, 62.250000  45.250000,-1.4814,45.250000, 62.25000
452, 62.250000  45.750000,-1.3867,45.750000, 62.25000
453, 62.250000  46.250000,-1.4295,46.250000, 62.25000
454, 62.250000  46.750000,-1.2413,46.750000, 62.25000
455, 62.250000  47.250000,-1.1311,47.250000, 62.25000
456, 62.250000  47.750000,-0.95354,47.750000, 62.25000
457, 62.250000  48.250000,-0.78759,48.250000, 62.25000
458, 62.250000  48.750000,-0.53883,48.750000, 62.25000
459, 62.250000  49.250000,-0.44265,49.250000, 62.25000
460, 62.250000  49.750000,-0.15903,49.750000, 62.25000
461, 62.250000  50.250000,-0.20078,50.250000, 62.25000
462, 62.250000  50.750000,-0.010472,50.750000, 62.25000
463, 62.250000  51.250000,0.195,51.250000, 62.25000
464, 62.250000  51.750000,0.20001,51.750000, 62.25000
465, 62.250000  52.250000,0.24821,52.250000, 62.25000
466, 62.250000  52.750000,0.14327,52.750000, 62.25000
